Tyler Honeycutt,0,5.9,0.333,0.5,1.6,0.1,0.2,0.2,0.3,0.9,0.2,0.7,0.5,0.3,0.2,0.1,0.2,1.3,5,10,10.4,0.013,0
Dion Waiters,48,28.8,0.412,5.5,13.4,1,3.3,2.6,3.5,2.4,0.4,2.1,3,1,0.3,2,1.9,14.7,20,41,13.7,0.025,0
Bradley Beal,46,31.2,0.41,5,12.3,1.6,4.2,2.2,2.8,3.8,0.8,3,2.4,0.9,0.5,1.6,2,13.9,21,35,13.6,0.082,0
Harrison Barnes,81,25.4,0.439,3.4,7.8,0.6,1.8,1.8,2.3,4.1,0.7,3.5,1.2,0.6,0.2,1.2,1.7,9.2,46,35,11,0.065,0
Michael Kidd-Gilchrist,77,26,0.458,3.6,7.9,0,0.1,1.8,2.4,5.8,1.7,4.2,1.5,0.7,0.9,1.3,2.1,9,20,58,14,0.051,0
Kyle Singler,74,28,0.428,3.4,7.8,0.9,2.4,1.2,1.5,4,1.3,2.7,0.9,0.7,0.5,1.2,2.6,8.8,29,53,10,0.048,0
Maurice Harkless,59,26,0.461,3.4,7.4,0.4,1.5,1,1.7,4.4,1.6,2.8,0.7,1.2,0.8,0.9,1.9,8.2,18,58,12.5,0.059,0
Tyler Zeller,55,26.3,0.438,3.2,7.3,0,0.1,1.6,2,5.7,2.1,3.6,1.2,0.5,0.9,1.2,3.3,7.9,24,53,11,0.048,0
Andrew Nicholson,28,16.7,0.527,3.4,6.5,0,0,1,1.3,3.4,0.9,2.5,0.6,0.3,0.4,1.1,1.8,7.8,18,57,15.1,0.065,0
Terrence Ross,2,17,0.407,2.5,6.3,0.9,2.7,0.4,0.6,2,0.5,1.5,0.7,0.6,0.2,0.7,1.7,6.4,29,44,10.4,0.034,0
Austin Rivers,26,23.2,0.372,2.4,6.4,0.5,1.4,1,1.8,1.8,0.3,1.5,2.1,0.4,0.1,1.2,2,6.2,21,40,5.9,-0.038,0
John Jenkins,2,14.9,0.446,2.1,4.8,0.9,2.3,1,1.1,1.5,0.3,1.3,0.9,0.2,0.2,0.7,0.6,6.1,30,31,13,0.091,0
Jeffery Taylor,29,19.6,0.431,2.2,5.2,0.7,2,1,1.3,1.9,0.7,1.3,0.8,0.6,0.2,0.6,1.8,6.1,18,59,10.3,0.039,0
Khris Middleton,0,17.7,0.44,2.3,5.2,0.5,1.7,1,1.2,1.9,0.1,1.7,1,0.6,0.1,0.4,2,6.1,9,18,11.4,0.089,0
John Henson,9,13.1,0.482,2.6,5.3,0,0,0.9,1.7,4.7,1.8,2.9,0.5,0.3,0.7,0.7,1.3,6,27,36,18.2,0.109,0
Jared Sullinger,5,19.8,0.493,2.5,5,0,0.1,1,1.4,5.9,2,3.8,0.8,0.5,0.5,0.6,3.4,6,22,23,13.5,0.146,0
Terrence Jones,0,14.5,0.457,2.3,4.9,0.3,1,0.7,0.9,3.4,1.5,1.9,0.8,0.6,1,0.7,1.1,5.5,9,10,17.1,0.128,0
Meyers Leonard,9,17.5,0.545,2.2,4,0,0.1,1,1.3,3.7,1.2,2.5,0.5,0.2,0.6,0.7,2.4,5.5,28,41,12.1,0.097,0
Evan Fournier,4,11.3,0.493,2,4,0.6,1.4,0.8,1,0.9,0.2,0.8,1.2,0.5,0,0.8,1.7,5.3,25,13,13.8,0.115,0
Jae Crowder,16,17.3,0.384,1.8,4.7,0.8,2.5,0.6,0.9,2.4,0.4,1.9,1.2,0.8,0.2,0.6,1.6,5,41,37,10.2,0.055,0
Thomas Robinson,0,15.1,0.43,2,4.6,0,0,0.8,1.6,4.5,1.7,2.8,0.7,0.6,0.4,1.3,1.8,4.8,30,40,10.9,-0.002,0
Mike Scott,1,9.4,0.476,1.8,3.7,0,0,1.1,1.4,2.8,1,1.8,0.3,0.1,0.1,0.5,0.8,4.6,19,21,16.3,0.11,0
Kyle O'Quinn,5,11.2,0.513,1.8,3.5,0,0,0.5,0.8,3.7,1.1,2.5,0.9,0.2,0.5,0.6,1.9,4.1,11,46,15.8,0.107,0
Will Barton,5,12.2,0.382,1.6,4.2,0.1,0.9,0.7,0.9,2,0.5,1.5,0.8,0.5,0.1,0.8,0.8,4,27,46,9.1,-0.028,0
Quincy Acy,0,11.8,0.56,1.4,2.6,0,0.1,1.1,1.3,2.7,1,1.6,0.4,0.4,0.5,0.6,1.8,4,13,16,15.9,0.157,0
Orlando Johnson,0,12.1,0.4,1.4,3.5,0.7,1.8,0.5,0.6,2.2,0.4,1.8,0.9,0.2,0.2,0.6,1,4,31,20,11.4,0.115,0
Arnett Moultrie,0,11.6,0.582,1.7,2.9,0,0,0.4,0.6,3.1,1.6,1.5,0.2,0.4,0.2,0.4,0.9,3.7,20,27,16.7,0.149,0
Doron Lamb,0,12.3,0.368,1.3,3.5,0.3,0.8,0.4,0.7,1,0.2,0.8,0.7,0.3,0,0.6,1.1,3.3,16,31,4.8,-0.032,0
Jeremy Lamb,0,6.4,0.353,1,3,0.4,1.3,0.6,0.6,0.8,0.2,0.6,0.2,0.1,0.1,0.3,0.6,3.1,20,3,11.2,0.058,0
Kendall Marshall,3,14.6,0.371,1.2,3.1,0.5,1.5,0.2,0.3,0.9,0.1,0.8,3,0.5,0.1,1.2,1,3,12,36,7.8,-0.012,0
Alex English,0,10,0.375,1,2.7,0.3,1.2,0.5,0.7,0.9,0.2,0.7,0.6,0.4,0.1,0.5,1.1,2.9,13,28,7.9,0.021,0
Bernard James,11,9.7,0.515,1.1,2.2,0,0,0.5,0.9,2.8,1.1,1.7,0.1,0.3,0.8,0.4,1.4,2.8,24,23,14.7,0.125,0
Tony Wroten,0,7.7,0.384,0.9,2.5,0.1,0.5,0.6,0.8,0.8,0.4,0.4,1.2,0.2,0.1,0.8,1,2.6,28,7,9.3,0.017,0
Festus Ezeli,41,14.4,0.438,0.9,2.2,0,0,0.6,1,4,1.8,2.2,0.3,0.3,0.9,0.8,2,2.4,44,34,9.3,0.066,0
Perry Jones,1,7.4,0.394,1,2.6,0,0.1,0.3,0.4,1.6,0.3,1.3,0.3,0.1,0.2,0.4,0.6,2.3,30,8,7.8,-0.003,0
Darius Miller,2,13.3,0.407,0.8,2.1,0.4,1.1,0.2,0.2,1.5,0.2,1.3,0.8,0.3,0.2,0.4,1.7,2.3,14,38,6.3,0.034,0
Tyshawn Taylor,0,5.6,0.368,0.8,2.2,0.2,0.3,0.4,0.7,0.5,0.1,0.4,0.5,0.3,0,0.6,0.6,2.2,23,16,6.2,-0.077,0
Marquis Teague,0,8.2,0.381,0.9,2.4,0.1,0.5,0.2,0.3,0.9,0.1,0.9,1.3,0.2,0.1,0.7,1,2.1,24,24,9.6,-0.031,0
Jared Cunningham,0,3.3,0.429,0.8,1.8,0.3,0.4,0.3,0.3,0.4,0.1,0.3,0.1,0.1,0,0.3,0.4,2,4,4,14.8,0.033,0
Tornike Shengelia,0,4.9,0.435,0.5,1.2,0.1,0.1,0.5,0.8,1.2,0.5,0.7,0.2,0.2,0.1,0.6,0.6,1.6,11,8,8.5,-0.017,0
Robert Sacre,3,6.3,0.375,0.6,1.5,0,0,0.2,0.3,1.1,0.3,0.8,0.2,0,0.3,0.3,1.2,1.3,19,13,3.4,-0.024,0
Quincy Miller,0,3.7,0.333,0.6,1.7,0,0.1,0.1,0.3,0.3,0.1,0.1,0.4,0.1,0,0.1,0.4,1.3,6,1,5.9,-0.051,0
Fab Melo,0,5.5,0.5,0.5,1,0,0,0.2,0.7,0.5,0,0.5,0,0.3,0.3,0.2,1.2,1.2,3,3,4.9,0.021,0
Miles Plumlee,0,3.9,0.238,0.4,1.5,0,0,0.2,0.3,1.6,0.9,0.7,0.1,0,0.2,0.2,0.4,0.9,9,5,8.8,-0.015,0
Kris Joseph,0,5.4,0.143,0.2,1.4,0,0.3,0.5,0.8,0.7,0.1,0.6,0.1,0.3,0,0.2,0.3,0.9,7,3,0.6,-0.127,0
Kevin Murphy,0,3,0.25,0.4,1.6,0.1,0.3,0,0,0.2,0,0.2,0.1,0.1,0,0.2,0.2,0.9,11,6,-4.5,-0.272,0
Jarvis Varnado,0,4.5,0.429,0.2,0.5,0,0,0.2,0.3,0.7,0.2,0.5,0.2,0.1,0.2,0.5,0.8,0.6,10,3,1.2,-0.059,0
